species	group	clade_A	clade_B1	clade_B23	clade_C1	clade_C3	clade_E	clade_F	clade_G	boot_A	boot_B1	boot_B23	boot_C1	boot_C3	boot_E	boot_F	boot_G
ANABAENA_SP_PCC_7108	B1	1.3497181443114423e-06	0.9998085741398235	2.1564409383257264e-08	8.419959846352812e-09	1.6183920641032484e-07	2.304926531272202e-05	2.195567041071299e-07	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Acaryochloris_marina_MBIC11017_uid58167	E	0.9579590497363758	0.013562151847651985	0.0005541659897657271	0.0009389759968963789	5.379101370185575e-05	0.0001352794489066426	0.0007920487936910512	0.0	0.0	0.0	0.0	0.0	100.0	0.0
Acaryochloris_sp._CCMEE_5410	E	0.04359699331741518	3.2801917387001386e-05	0.8690452819910918	1.854629708697956e-05	0.013068404747899607	0.014152679643278177	0.00152009807428335	0.0	0.0	0.0	0.0	0.0	100.0	0.0
Anabaena_90_uid179383	B1	4.062619026726511e-09	0.9999999593033088	3.280850128333809e-14	3.302368259431446e-09	6.722870889078618e-10	1.10928494479096e-08	9.47343794611067e-10	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Anabaena_cylindrica_PCC_7122_uid183339	B1	6.52475154815046e-05	0.9997984143518741	3.4453050526469715e-08	2.6205896055663508e-08	3.720150694965843e-07	5.848727700945966e-05	1.0108847177145189e-08	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Anabaena_variabilis_ATCC_29413	B1	6.686150021333356e-06	0.9999836311140653	2.750244078738016e-11	1.5823816589137158e-09	5.725791832410508e-09	7.320464897417803e-06	5.494779282477103e-09	0.0	100.0	0.0	0.0	0.0	0.0	0.0
Arthrospira_maxima_CS-328	A	0.03914521941051846	0.8589192327366458	0.09695499441127413	0.003966498652857148	0.0003271897925301581	8.362097420284903e-06	0.0006721065812804835	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Arthrospira_platensis_NIES-39	A	0.999980997188853	6.7501528633441545e-09	1.828394100119525e-06	3.823814810484105e-07	5.695972633204531e-06	5.959918321507842e-06	1.3181531950676477e-08	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Arthrospira_platensis_str._Paraca	A	1.360801956667385e-10	3.071777010346159e-08	0.9980455535733228	1.765649425602616e-08	0.0002726782102123571	1.633249906437855e-06	4.027241131872203e-07	100.0	0.0	0.0	0.0	0.0	0.0	0.0
CALOTHRIX_SP_PCC_7103	B1	4.6619212072921086e-07	0.9998311248651599	3.3763911910158146e-07	8.943272679777375e-10	1.976302859802686e-07	0.00015339197005034667	6.084591900568685e-08	0.0	100.0	0.0	0.0	0.0	0.0	0.0
